undermining|assault
monophony|polyphony
priestlike|unpriestly
incandescence|refrigeration,crystallization,congelation,iciness
decolonise|colonize,colonise
fracture|ligament
retraction|profession,assertion,creed,martyrdom
liberty|serfdom,compulsion,servitude,imprisonment,captivity,oppression,obligation,superstition,slavery,behest,constraint,thraldom,necessity,order
barefacedly|ashamedly
disfavor|advantage,grace,vogue
meeting|happiness,hopefulness,sanity,gladness,mirth,merriment,cheer,solitude
snub|invitation
landed|landless
unpretending|proud,ostentatious
inefficiency|efficiency,might,ability,power,capacity
absorption|effusion,exudation,disregard,effluence,exhalation,efflorescence,rejection,inadvertency,oversight,discharge,eruption,ejection,inattention,expulsion,leisure
devitalize|vitalize
repentance|hardness,self-congratulation,obduracy,approval,obstinacy,complacency,self-approval,selfcomplacency,stubbornness,impenitence,comfort,content
compounded|elementary
asymmetrically|symmetrically
shrewd|frank,foggy,stupid,blank,undiscriminating,blunt,wet,fair,benevolent,stolid,unintelligent,thick,unsagadous,kindly,candid,undiscerning,plain,sincere,dull,open
offend|conciliate,keep,gratify,please
demonstration|secrecy,implication,supposition,concealment,prejudice,allusion,hypothesis,theory,presumption
commendation|invective,censure,disapproval,reproof
extramural|intramural
let down|raise
dicretional|imperative
forioardness|modesty
scrutiny|misobservance,oversight,slight,disregard,inattention
facts|witchcraft
excuse|inter-,denunciation,engagement,revenge
positiveness|negativeness,negativity
make headway|fall back
plicatory|imperative
helplessness|ability,power
enlist|muster,erase,discharge,expunge,dismiss,disband,withdraw,out
giver|beggar
retention|loss,effusion,contribution,dispensation,effluence,axt,abandonment,elimination
depreciation|premium,appreciation
pointless|pointed,concise,poignant,epigrammatic
implied|overt
insensateness|feeling
deflation|disinflation,inflation
declaration|denial,meaning,obligation,concealment,retraotion,recantation,disavowal,abnegation
standing|running,undulation,abasement,seated,sitting
defiant|yielding,compliant,submissive
unsuitableness|season
anorthic|monoclinic
manned|unmanned
undersized|huge
prosperous|wretched
feelings|mind
friendship|enmity,feud,contempt,hatred,antipathy,animosity,affray,hostility,disdain
unknowingly|advertently,wittingly,knowingly
mischance|hit
embryo|completion,development,maturity,fulfilment
intoxication|sobriety,antidote,gravity,abstinence,sanity,depression,soberness,abstemiousness,melancholy
disappointed|happy,glad
continue|abrogate,intermit,pass,abolish,forbear,abide,pause,discontinue,fail,elapse,cease,hitch,stop,abate,interrupt,relinquish
postpartum|prenatal,perinatal
vacate|employ,invade,occupy,substantiate,retain,fill,hold
inherent|separable,temporary,extraneous,superfluous,incidental,subsidiary,superadded,accidental,foreign,superficial,external,extrinsic,fortuitous,transient,casual,supplemental,outward,unconnected
cautiously|incautiously,carelessly
given|taken
accountable|autocratic,independent,absolute,supreme,despotic
rusted|rustless
at best|at worst
retentive|unretentive,forgetful
favoritism|justice,favorite
guilty|innocent,blameless
proximity|distance,contact,space
maritime|terrene,land
medicate|harm,contract,catch,infect
coastal|inland
derogatory|becoming
aestivate|hibernate
quibble|maxim
pert|bashful,coy
asking|declarative,declaratory
internationalism|nationalism
uncaulked|caulked
babble|nobility,elite,keep quiet,enunciate,suppress,aristocracy,galaxy,rush
hooked|linear
focalize|blur
agriculture|waste,sterility,unproductiveness,falloumess,implement
voteless|enfranchised
rustic|polite,noble
dayspring|sunset
wellness|unwellness,illness
prudent|lavish,imprudent,prodigal,audacious,foolish,improvident,indiscreet,unwise,rash,wasteful,extravagant,reckless,inconsiderate,enterprising,hash
secrete|discover,broach,exhibit,announce
anglophobia|Anglophilia
wonted|extraordinary,exceptional,unconventional,wonderful,unused,irregular,unusual,infrequent
enclose|debar,encircle
surplusage|marrow,girl
porosity|solidity
forgetfulness|remembrance,mind,recalling,retentiveness,reminiscence,recollection,catalogue
hydric|xeric,mesic
volatile|established,solid,settled,resolute,nonvolatile,somber,determined,weighty,fixed,demure,persistent,steady,involatile
light-heartedness|burden
generic|individual,varietal,particular,personal,specific
aggrandizement|loss,abasement,abatement
marital|single,unwedded,celibate
'depressed|elated
heinous|justifiable,praiseworthy,excellent,excusable,distinguished,laudable,meritorious
typical|abnormal,atypical,sing
embargo|trace,dismissal,release,cong6,authority,permit,discharge,liberation,permission
wither|vegetate
non-intercourse|correspondence,fellowship
nocturnal|diurnal
dominion|servitude,submission,subjugation,revolution
amyotonia|tonicity
redressed|critical
rolu-st|puny
hyperthyroidism|hypothyroidism
devitalise|vitalize
impenitently|penitently,repentantly
engulfing|eruption
struggle|capitulate,yet
monaurally|binaurally
reassuring|unreassuring,worrisome
incurable|curable
decolonize|colonize,colonise
infamy|eminence,renown,celebrity,honor,reputation,fame,prize,glory
infancy|age
theoretic|empirical
extraction|introduction
impulsiveness|judgment
unquestionable|questionable,equivocal,pray
revengeful|charitable
unbarreled|barreled
unfounded|valid,grounded
condoning|infliction
valuable|inexpensive,silly,vain,paltry,cheap,bauble,valueless,worthless,wretched,trivial,poor,useless,gaud,trifling
infection|antisepsis,disinfection,purification,antidote,mediator
artist|descend,ascend,critic,fall,bungler,sink,mechanic
conditionally|positively,absolutely,categorically
equatorial|polar
step up|de-escalate
hoax|inform,correct,edict,regulate,direct,enlighten,guide,undeceive
paleness|color
perigee|apogee
desist|transact,undertake,consume
undergarment|overgarment
elite|crowd,babble,crew
cautiousness|incaution
time to come|past
concourse|conclave,desert,cabinet,cabal,solitude
replenishment|extermination
ivory|sable
anomalous|normal,usual,common,iconted,ordinary,regular
instalments|altogether
desire|abomination,frequented,peopled,cultivated,crowded,colonized,developed,populous,abhor
unintelligible|intelligible,luminous,lucid
originative|uncreative
incompleteness|sum,perfection
disgrace|eminence,renown,celebrity,ornament,grandeur,honor,bays,liaise,credit,fame,glory
barren|fertile,prolific,productive,luxuriant,profitable,rich,fruitful,fecund,useful
absorptive|nonabsorbent
permanent|impermanent,brief,temporary,momentary,fleeting,fugacious,ephemeral,evanescent,transient,transitory,passing,temporal,illusive
noseless|nosed
controllable|rebellious
summarize|expatiate,amplify
choice|destiny,fate,vulgar,need,coarse,obligation,necessity
facility|difficulty,awkwardness,trouble,weight,effort,burden,labor
inalterable|alterable
defeated|undefeated,victorious
civilization|citizen
intensified|low
replace|efface
appointment|receive,consolidate,divert,retain,apportion,gather,collect,accident
pull ahead|fall back
assumptions|data
hebetude|excitability,perspicacity
platyrhine|catarrhine,leptorrhine
unimpressive|impressive,notable
unassuming|formal,big,foppish,proud,conceited,magazine,dictatorial,lofty,maintenance,meddlesome
feasible|laborious,impracticable,impossible,unallowable
peripherally|centrally
group|intimidate,aspire,grovel,broicbcat,miscellany,soar,host,dictate,axt,rise,mount,domineer
gross|spiritual,pure,net,element
dampen|excite,stimulate
adience|abience
tactlessly|tactfully
worthiness|unworthiness
distrust|trust,assurance,assumption,faith,accredit,expectation,credit,hope,belief,credence
soak|undercharge
unbind|bind,braid
exorcism|incantation
soar|fall,alight,group
nonmonotonic|monotonic
sustain|negate,abolish,relinquish,subvert,camp
hotfoot|linger
classify|declassify,differentiate,mingle
riddance|grievance
digitigrade|plantigrade
general|proper,particular,remark,specific,local,characteristic,strange,literal,minute,peculiar,matchless,sing,hare,partial
uphold|discontinue,abash,abandon,renounce,subvert,camp
nonalignment|alignment
jejunely|maturely
come away|attach
process|term
philosopher|blockhead,beginner,learner,dunce,ignoramus,buffoon,pupil
with modesty|immodestly
obtrusive|unobtrusive,unnoticeable
centripetal|centrifugal
disinclined|addicted,willing,inclined,cordial
fearfulness|valor,fearlessness
extrovert|introvert
glad|discontented,woful,deplorable,dismal,pensive,unhappy,disappointed,disconsolate,disastrous,sorry,sad,sorrowful,piteous,uneasy
unclog|clog
domicile|world,wilderness,migration,exile,travel,estrangement
mirthfully|unhappily
hurry|wait,delay,defense,detain,protract
undemons|emphatic
sometime|immediately
easiness|difficulty
immodesty|shame,modesty
undoubted|pray
measureless|limited,finite,restricted,circumscribed,bounded
hypercapnia|hypocapnia
traitor|maintain,zealot,champion
unploughed|plowed
a>t|fashion
no more|still
fiat|steep
absorbable|adsorbable
soft|loud,brush,unyielding,strong,rough,stubborn,solid,non-resilient,harsh,unkind,manly,forte,unvoiced,rugged,disagreeable,gruff,tough,sharp,impervious,impermeable,hard,virile,hardened
flexibly|inflexibly
seamless|seamed
unintelleotuality|soul
legitimatise|criminalize,outlaw,criminalise
unintentionally|deliberately
venture|aim,contrive,intend
population|extermination
enthusiasm|calculation,lukewarmness,coldness,callousness,indifference,timidity,calmness,dulness,caution,prudence,deadness,policy
discern|overlook,neglect,miss
flexible|inelastic,inexorable,stiff,solid,stubborn,uncompromising,inflexible,hard,obdurate,rigid,tough
hydrous|anhydrous
unbaptized|baptized
verboseness|terseness
intoxicate|depress
wisely|foolishly
amenable|obstinate,autocratic,stiff,independent,irresponsible,perverse,wayward,wilful,obdurate
piousness|impiety
incondueive|fertile
soil|bleach,absterge,clean
trusting|distrustful,heart-broken
honourable|dishonorable
reprobation|election,propitiation
insentience|sentience
capability|difficulty,dis-,inability,awkwardness,incapability,inaptitude,dulness
disparity|proportion,symmetry,likeness
hearing|deaf
wedding|virginity,celibacy,bachelorhood
feigned|plain,heal,veritable
spare|inflict
sessile|vagile,stalked,pedunculate
equable|fitful,desultory,variable,irregu~,disjointed,freakish,lar,uneasy
desultory|diligent,equable,settled,consecutive,persevering,assiduous,methodical,continuous,periodical,exact,untiring,serious,earnest,internecine
emotional|unemotional,intellectual,cerebral
parsimonious|parentage,wide,generous,magnanimous
affirmation|denial,reversal,doubt,disapproval,abnegation,disputation,contradiction
astigmatism|stigmatism
give up|continue,resist,claim,enter
imbecility|genius,strength,caliber,virility,vigor,talent,ability,power,energy,wisdom
ineffable|superficial,trivial,common,vulgar,conversational,colloquial,obvious,commonplace
analytic|synthetic
withholder|granter
represent|caricature,imagine,falsify,prosecute,misrepresent,fabricate,distort
compete|participate,machinate,share
lie down|arise
seedless|seedy
unbeholden|indebted
apathetic|warm,glowing,greedy,hot,zealous,inquisitive
premarital|postnuptial
inclined|horizontal,perpendicular,even,vertical,reluctant,upright,disinclined
inconvenient|convenient,central,suggestion,handy
obsequiousness|impudence
hold|drop,release,concede,let go of,fling,renounce,urge,speed,elapse,recant,impose,convey,interpose,fluctuate,accelerate,relinquish,disperse,distribute,vacate,surrender,give,break,pass,dispense,lose,distil,persuade,fail,cease,abandon,evacuate,disagree,burst,forego,desert,send
correctly|incorrectly,wrongly,wrong
nonspherical|spherical
tumultclamor|silence
purgatory|paradise
pardonably|unpardonably,unforgivably,inexcusably
serviceable|vain,pernicious,unserviceable
impregnable|expugnable,vulnerable,exposed,pregnable,defenseless,weak
honourably|dishonorably
rapidity|sloioness
creep|darling,vault
deciduous|evergreen
scholar|illiterate,idiot,fool,person,dunce,idler,fod,ignoramus,pupil
non-comprehension|sense
untangled|tangled
unscheduled|scheduled
immediate|mediate,future,distant,remote,lateral
consanguinity|affinity
pardonable|inexcusable,unpardonable,flagitious
beneficial|injurious,infectious,deleterious,hurtful,vain,inimical,pernicious,poisonous,destructive,baleful
origination|extinction
hinge|halt,precipitate,abrade,give,fail,grate,jar
unappetising|appetizing
adult female|man
primarily|secondarily
accretion|diminution,abrasion,disintegration,abatement
tidings|misinformation,suppression,canard,censorship
extrinsic|intrinsic,inherent
invalidation|deed
nonwashable|washable
dispossession|possession
just|invidious,unlawful,undeserved,untrue,blameworthy,felonious,inappropriate,unfair,dishonorable,preposterous,wicked,inharmonious,oppressive,unjust,corrupt,incorrect,dishonest,inaccurate,prejudiced,unreasonable,unequitable,evil,unfit,partial,inequitable
defusing|activation
sole|popular
atonal|tonal
sold|unsold
holy|bad,cursed,unsanctified,abominable,unholy,foul,profane,unconsecrated,common,polluted,secular,worldly,unhallowed,evil,impure,wicked
supercargo|crew
unergetic|energetic
unhinge|exhibition
unowned|owned
impend|befall
home|handsome,beautiful,courtly,away,refined,homely,elegant,strange
congest|unclog
material|mind,vision,incorporeal,messenger,spiritual,immaterial,invention,example,insubstantial
throw in|enter
owned|unowned
non-entry|catalogue
sensuality|abstinence
hypertension|hypotension
curtailment|elongation
mirthless|jolly
explain|mystify,obscure,bewilder,misinterpret,darken
staple|unstaple
curdle|homogenize,homogenise
legitimatize|criminalize,outlaw,criminalise
hope|distrust,despondency,despair,abandonment,abjuration,disbelief
go up|descend,fall
soon|forthwith
scholarly|unscholarly
misindicction|note
hook|unhook,undercharge
opprobrium|eminence,acceptableness,popularity,fame,welcome
demolition|fabric,foundation,building,edifice
displacement|assortment,station,situation
hoot|honor,eulogize,acclaim,welcome,cheer,salute
conjoin|disjoin
heartless|softhearted
